A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Exploring origins of asthma and allergy: early results from the Canadian Healthy Infant Longitudinal Development (child) birth cohort study,MR Sears; P Subbarao; AL Kozyrskyj; MB Azad; K Mclean; TK Takaro; SS Anand; AB Becker; AD Befus; JR Brook; KT Hayglass; TR Kollmann; WY Lou; PJ Mandhane; GE Miller; TJ Moraes; JA Scott; SE Turvey; JD Duncan; DL Lefebvre,Read 'Exploring origins of asthma and allergy: early results from the Canadian Healthy InfantLongitudinal Development (CHILD) birth cohort study' on Ovid Insights.,Allergy: European Journal of Allergy and Clinical Immunology,2014,*
LCI As A Measure For Early Diagnosis Of Asthma In Children At Age 3 Years,Aimee Dubeau; Susan Balkovec; Per Gustafsson; Zihang Lu; Felix A Ratjen; Malcolm Sears; Padmaja Subbarao,*,*,2014,*
Variation In Feno Values In Infants Followed In A Longitudinal Birth Cohort Study And Relationship To Clinical And Environmental Factors,Ayanna Boyce; Kathleen McLean; Krzysztof Kowalik; Zihang Lu; Susan Balkovec; Felix A Ratjen; Malcolm Sears; Tim K Takaro; Padmaja Subbarao,*,*,2014,*
Recurrent Wheezing In Infants Is Associated With Greater Lung Ventilation Inhomogeneity Than Cystic Fibrosis Or Healthy Controls,Zihang Lu; Susan Balkovec; Per Gustafsson; Malcolm Sears; Felix A Ratjen; Padmaja Subbarao,ATS Journals Logo. Sign In. Register. Subscribe. Cart. Search. Menu. AJRCCM; AJRCMB;AnnalsATS; Conference Abstracts; CME; Podcasts: Out of the Blue; Doctor to Doctor; AJRCMBCasts. Submit an Article: AJRCCM; AJRCMB; AnnalsATS. General Information: About the ATSJournals; ATS Copyright Notice; Contact Us; For Agents; Author Use Policies. Services: Advertisingand Recruitment; Press Releases; Permissions; Reprints and E-Prints; Subscriptions. ConnectWith Us. Search in: Anywhere. Advanced Search. AJRCCM: AJRCCM Home; Current Issue;Articles in Press; Archive; ATS Conf. Abstracts. AJRCMB: AJRCMB Home; Current Issue; Articlesin Press; Archive. AnnalsATS: AnnalsATS Home; Current Issue; Articles in Press; Archive. ConfAbstracts; CME: About CME; Your Exam Activity; Browse Exams. American Thoracic Society 2014International Conference. D25. PEDIATRIC CYSTIC.,*,2014,*
Exploring The Origins Of Asthma: Development; Demographics And Early Results Of The Canadian Healthy Infant Longitudinal Development (CHILD) Birth Cohort S...,Padmaja Subbarao; Sonia Anand; Allan B Becker; AD Befus; Jeff R Brook; Kent T Hayglass; Tobi R Kollman; Anita L Kozyrskyj; Wendy Y Lou; Piush J Mandhane; G E Miller; Theo J Moraes; Andy J Sandford; James A Scott; Tim K Takaro; Stuart E Turvey; Joanne D Duncan; Diana L Lefebvre; Malcolm Sears,RESULTS: The table provides demographics of the recruited families; prevalence ofselected exposures in pregnancy* or observed in a home visit at 3 months; selected healthoutcomes and objective assessments to one year. baseline_table. png CONCLUSIONS: TheCHILD Study has completed recruitment and is following over 3300 children; their mothersand most fathers. By age 1 year; 15% have objective evidence of atopy by skin test reactivity;10% have experienced wheezing; 23% report atopic dermatitis/eczema while 9% reportfood allergy. Continuing genetic; environmental; microbiome; innate and adaptive immuneprofiling as well as physiological and psychosocial studies based on this nationallongitudinal birth cohort will enable greater understanding of the origins of allergy andasthma.,*,2014,*
The Variability Of Tpef/te In Naturally Sleeping Infants Recruited Into The Canadian Healthy Infant Longitudinal Development (child) Study,Neha Kanga; Neelima Gaddipati; Flora Lau; Aimee Dubeau; Zihang Lu; Susan Balkovec; Colleen Keast; Malcolm Sears; Felix A Ratjen; Padmaja Subbarao,ATS Journals Logo. Sign In. Register. Subscribe. Cart. Search. Menu. AJRCCM; AJRCMB;AnnalsATS; Conference Abstracts; CME; Podcasts: Out of the Blue; Doctor to Doctor; AJRCMBCasts. Submit an Article: AJRCCM; AJRCMB; AnnalsATS. General Information: About the ATSJournals; ATS Copyright Notice; Contact Us; For Agents; Author Use Policies. Services:Advertising and Recruitment; Press Releases; Permissions; Reprints and E-Prints; Subscriptions.Connect With Us. Search in: Anywhere. Advanced Search. AJRCCM: AJRCCM Home; CurrentIssue; Articles in Press; Archive; ATS Conf. Abstracts. AJRCMB: AJRCMB Home; Current Issue;Articles in Press; Archive. AnnalsATS: AnnalsATS Home; Current Issue; Articles in Press;Archive. Conf Abstracts; CME: About CME; Your Exam Activity; Browse Exams. AmericanThoracic Society 2014 International Conference.,*,2014,*
Association Of Infant Gut Microbiota At 3 Months And Atopic Sensitization At 1 Year,Anita L Kozyrskyj; Meghan B Azad; Theodore Konya; David S Guttman; Malcolm Sears; Allan B Becker; James A Scott,Methods: Development (CHILD) birth cohort. Skin prick testing was performed at 1 year todetermine atopic sensitization; defined as a positive reaction to one or more commonallergens (pollens; molds; dust mite; cockroach; cat; dog; egg; milk; soy; peanut). Fecalsamples were collected at 3 months; and microbiota composition was characterized byIllumina 16S rRNA sequencing. Relative abundances of dominant taxa; overall microbiotarichness (Chao1 estimator) and diversity (Shannon index) were compared by Kruskal Wallistest; and associations with atopic sensitization were further investigated by multiple logisticregression or stratification for potential confounders. In this general population cohort;13/171 infants (7.6%) were sensitized at 1 year–most commonly to egg (5.3%) or peanutResults:,*,2014,*
Risk Factors For Sleep Disordered Breathing In The First Year Of Life: A Sub-Study Within The Canadian Healthy Infant Longitudinal Development (child) Study,Amanda Lau; Jennifer Mariasine; Malcolm Sears; Padmaja Subbarao; Allan Becker; Stuart Turvey; Piush Mandhane,*,*,2014,*
Comparison of questionnaire responses with biomarkers of tobacco smoke exposure in a Canadian birth cohort at three months of age,Kathleen McLean; Bruce Lanphear; Amanda J Wheeler; Jeff Brook; James Scott; Ryan Allen; Michael Brauer; Malcolm Sears; Padmaja Subbarao; Stuart Turvey; Allan Becker; Piush Mandhane; Tim Takaro,Background Exposure to tobacco smoke increases the risk for several adverse health effectsin children including wheeze; asthma; and asthma exacerbation [1; 2]. Accurately assessingtobacco smoke exposure is important for understanding and preventing these health effects.Questionnaires are a flexible and relatively inexpensive method of assessing exposure; butbiomarkers of tobacco smoke exposure are considered more accurate. We developedquestionnaire-based exposure models predicting urinary levels of biomarkers cotinine andtrans-3'-hydroxycotinine (3HC)(metabolites of nicotine) in 3-month old infants using parent-reported questionnaire responses about tobacco smoke exposure from the CanadianHealthy Infant Longitudinal Development (CHILD) Study. Methods We used a manual modelbuilding process to build multiple linear regression models predicting urinary …,Allergy; Asthma & Clinical Immunology,2014,*
Are known biomarkers for asthma present in early infancy?,Felix Ratjen; Krzysztof Kowalik; M Ayanna Boyce; Malcolm R Sears; Padmaja Subbarao; Sanja Stanojevic; Susan Balkovec,*,Allergy; Asthma & Clinical Immunology,2014,*
Infant gut microbiota and the development of wheeze in early childhood,Scarlet M Salas; Meghan B Azad; Tedd Konya; David S Guttman; Allan B Becker; Malcolm R Sears; James A Scott; Anita L Kozyrskyj; CHILD Study Investigators,Background Commensal gut microbes play an important role in human development andlifelong health. There is increasing evidence that disruption of the infant gut microbiota maybe linked to the development of childhood allergy and asthma-related outcomes; includingwheezing. Our objective was to investigate the association of infant gut microbiota diversityand composition with development of wheeze in early childhood. Methods The studypopulation included 160 infants enrolled at the Winnipeg site of the Canadian Healthy InfantLongitudinal Development Study (CHILD) population-based birth cohort. Standardizedquestionnaires were completed by mothers at 3; 6 and 12 months after birth; and reportedon breastfeeding and occurrence of infant wheezing. Wheezing (defined as a whistlingsound in the chest lasting more than 15 minutes and occurring with or without a cold) was …,Allergy; Asthma & Clinical Immunology,2014,*
Inhaled β 2-Agonists,Paul M O'Byrne; Malcolm R Sears,*,*,2014,*
The burden of asthma in Canadian children and adolescents of South Asian descent,Joost Moerman; Felix Ratjen; Padmaja Subbarao; Malcolm Sears; Sonia Anand; Sanja Stanojevic,The prevalence of asthma and wheezing symptoms vary greatly geographically andbetween different ethnic groups. We aim to compare asthma prevalence in South AsianCanadians (SAC); the general Canadian population (GCP) and a population in South Asia(SA). We hypothesize the prevalence of asthma in SAC group to be smaller than theprevalence in the GCP group; but greater than the prevalence in the SA group. Data from theInternational Study for Asthma and Allergies in Childhood (ISAAC) were analyzed from 5centers in Canada. A validated surname algorithm based on 200 known South Asiansurnames was used to determine ethnicity. We then compared the prevalence of asthmaand wheezing ever and exercise induced wheezing in the last 12 months among the SouthAsians to the prevalence in the general population; and the published prevalence of …,European Respiratory Journal,2013,*
Efficacy of budesonide/formoterol maintenance and reliever therapy in mild asthma,Christine Jenkins; Göran Eriksson; Eric D Bateman; Helen K Reddel; Malcolm R Sears; Malin Fagerås; Magnus B Lindberg; Paul M O'Byrne,RATIONALE: The benefit of budesonide/formoterol maintenance and reliever therapy(BUD/FM MRT) is well documented in GINA Step 3–5 asthma patients. However; its role andefficacy in milder asthma patients needs further investigation. METHODS: A post-hocanalysis of three studies focused on patients with milder asthma; ie those previously treatedwith low-dose ICS (≤ 400 µg BUD equivalent [eq]/day) with baseline post-bronchodilator(BD) FEV 1≥ 80% predicted; comparing patients randomised to BUD/FM MRT or higher-dose BUD (HD-BUD) plus SABA as needed. Efficacy was assessed by exacerbation rate;FEV 1 and reliever use for all patients; and according to baseline reliever use (terbutalineTurbuhaler® 0.5 mg):< 1; 1–2;> 2 inh/day (Strata 1–3; respectively). RESULTS: 889 patients(age 36.5 years; men 36.3%; post-BD FEV 1 94.3% predicted; BUD eq 357 µg/day; …,European Respiratory Journal,2013,*
The Microflora Hypothesis Of Allergic Disease: Infant Gut Microbiota Profiles According To Early-Life Environmental Exposures,Meghan B Azad; Theodore Konya; Brenda Koster; Heather Maughan; Catherine J Field; Radha S Chari; Malcolm R Sears; Allan B Becker; James A Scott; Anita L Kozyrskyj,Methods: Longitudinal Development (CHILD) birth cohort. Birth mode was obtained frommedical records; and mothers reported on pets; siblings; infant feeding; medication use anddaily activities. A detailed on-site home assessment was also conducted. Fecal sampleswere collected at ages 4 months and 1 year; and microbiota composition was characterizedby high-throughput 16S rRNA sequencing. Microbiota richness and diversity were measuredusing the Shannon Index and Chao1 Estimator; respectively. Differential representation ofmicrobial taxa was characterized using Metastats; with adjustment for multiple comparisons.Results: High inter-subject variability was observed; however; infant fecal microbiota profileswere generally dominated by Actinobacteria (mainly the genus) and/or Firmicutes (withdiverse representation from Bifidobacteria numerous genera). Consistent with findings by …,*,2013,*
Safety of formoterol in asthma clinical trials,Malcolm Sears; Finn Radner,Background: We have previously reported safety data through 2006 from all AstraZeneca-sponsored; randomised; controlled; parallel-group trials with 3-12 months duration withformoterol. Data from 2007-2011 trials have now been added. Methods: Risks associatedwith formoterol relative to non-LABA-treatments (ICS; SABA; placebo); salmeteroltreatments; and conventional best practice; were assessed using rate and rate ratios formultiple safety endpoints. Results: The 2007-2011 data added 15 trials and 22;509 patientsincluding 17;447 treated with formoterol (all with concomitant ICS); increasing the combineddataset to 79 trials and 94;683 patients; of whom 67;380 received formoterol (94% usingICS). There were no asthma-related deaths in the new trials. In total; there were 8 asthma-related deaths among the formoterol-treated patients (exposure 33;700 years); vs. 2 …,European Respiratory Journal,2012,*
Breastfeeding; Intestinal IgA And Clostridium Difficile Colonization: Implications For Atopic Disease?,Meghan B Azad; Andrea S Hill; Tedd Konya; Brenda Koster; Heather Maughan; David Guttman; Malcolm Sears; Allan B Becker; Stuart Turvey; James A Scott; Anita L Kozyrskyj,Methods: Canadian Healthy Infant Longitudinal Development (CHILD) birth cohort.Socioeconomic status (maternal education) and maternal atopy (current asthma or allergy)were self-reported during pregnancy. At age 3 months; fecal samples were collected andcurrent breastfeeding status (any breast milk or no breast milk) was assessed byquestionnaire. Fecal IgA; reflecting intestinal IgA content; was measured by ELISA (μg per gtotal protein). colonization was determined by quantitative real-time PCR; and gut microbiotaClostridium difficile composition was characterized by high-throughput 16S rRNAsequencing. Multivariate logistic regression was used to investigate associations betweenbreastfeeding; IgA and colonization. C. difficile,*,2012,*
Effect of different asthma treatments on risk of cold-related exacerbations.,HK Reddel; C Jenkins; S Quirce; MR Sears; ED Bateman; PM O'BYRNE; M Humbert; R Buhl; T Harrison; GG Brusselle; A Thoren; U Sjoebring; S Peterson; O Oestlund; GS Eriksson,*,The European respiratory journal,2012,*
Asthma in Canada: perceptions and behaviours,Harold Kim; Paolo Renzi; Malcolm Sears,*,Allergy; Asthma & Clinical Immunology,2011,*
Exposure Assessment in Cohort Studies of Childhood Asthma,J David Miller; Halûk Özkaynak; Victoria H Arrandale; Diane R Gold; Tim K Takaro; Frances S Silverman; Michael Brauer; Bert Brunekreef; Malcolm R Sears; Nola M Ries; Stephanie J London; Jeffrey R Brook,*,*,2011,*
Association Between Atopy And Sleep Disordered Breathing In Young Adults,Piush J Mandhane; Justina M Greene; M R Sears,*,*,2010,*
Patients Treated With Budesonide/Formoterol Maintenance And Reliever Therapy Achieve Asthma (GINA) Control And Reduced Risk Of Exacerbations,Eric D Bateman; T W Harrison; S Quirce; Ollie Östlund; M R Sears; Goran S Eriksson,*,*,2010,*
FOR PROOF ONLY,Eric D Bateman; Helen K Reddel; Göran Eriksson; Stefan Peterson; Ollie Östlund; Malcolm R Sears; Christine Jenkins; Marc Humbert; Roland Buhl; Tim W Harrison; Santiago Quirce; Paul M O’Byrne,*,*,2010,*
Cats and dogs,Robert J Hancox; Piush J Mandhane; Malcolm R Sears,*,The Journal of Allergy and Clinical Immunology,2010,*
AllergyANDClinical Immunology,Eric D Bateman; Helen K Reddel; Göran Eriksson; Stefan Peterson; Ollie Östlund; Malcolm R Sears; Christine Jenkins; Marc Humbert; Roland Buhl,*,*,2010,*
Acetaminophen and asthma Response,Padmaja Subbarao; Piush J Mandhane; Malcolm R Sears,*,CANADIAN MEDICAL ASSOCIATION JOURNAL,2009,*
The authors’ response,Padmaja Subbarao; Piush J Mandhane; Malcolm R Sears,Re: Canadian medical students want more nutrition instruction; News Aug. 4. 1 This surveycouldn't come at a better time. Despite what many developed countries are calling the'obesity epidemic;'more and more physicians seem stumped when it comes to givingnutritional advice. Dr. Geneviève Moineau; associate dean of undergraduate medicaleducation at the University of Ottawa; points out that many health issues can either beprevented or treated through proper nutrition. Why; then; is nutrition not integrated into eachand every module of medical students' training?,Canadian Medical Association Journal,2009,*
