Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
Clinical analysis of acute posterior circulation ischemia [J],Ya-jing WANG; Xin-ping WANG; Rong-jie CHEN; Dong WANG; Feng-qiong LV,Objective To analyze the risk factors and involved vessels of posterior circulation ischemia(PCI); so to provide basis to the prevention and treatment of PCI. Methods The clinical dataof 80 patients with posterior ischemic stroke and 80 patients with transient ischemic attack(TIA) were retrospectively analyzed. Results The most common risk factors for PCI werehypertension; diabetes; hyperlipid-emia; smoking and so on; The incidence of atheromaplaque; vessel stenosis or occlusion was 90.4% PCI vascular abnormalities; The proportionof anterior circulation vascular abnormalities in patients with posterior TIA was 28.21%; and25% in patients with posterior ischemic stroke. Conclusions The most common risk factorsfor PCI include hypertension; diabetes; hyperlipidemia; smoking and so on; of which theanterior circulation and posterior circulation are involved simultaneously.,Shandong Medical Journal,2012,*
Wildlife Crossings along the Ring Changbai Mountain Scenic Highway; China,Yun Wang; Zhengji Piao; Lei Guan; Haifeng Li; Qilin Li; Yayi Lu; Da Fan; Jiding Chen,China State Forestry Administration is in the process of restoring Siberian tiger (Pantheratigris altaica) habitat in the Changbai Mountain National Nature Reserve. The 84 km longChangbai Mountain scenic Ring highway encircles and bisects the nature reserve.Although; traffic flow is under 100 vehicles per day in winter; the highway is being upgradedto a paved surface. With the expected increasing traffic flow; increased wildlife vehiclecollisions and barrier effects are likely. In order to identify wildlife crossing zones and futureprotective measurement; the authors carried out 10 wildlife highway crossing surveys duringthe winter in 2008-2009. Each survey took place two or three days after the last snow event.They drove along the highway at a low speed (about 20-30 km/h) and stopped to identifywildlife tracks crossing the highway. They concluded wildlife crossed based on seeing …,2011 International Conference on Ecology and Transportation (ICOET 2011) Federal Highway AdministrationWashington State Department of TransportationUSDA Forest ServiceEnvironmental Protection AgencyUniversity of California; DavisWestern Transportation InstituteDefenders of WildlifeNorth Carolina State University; Raleigh,2012,*
Very Efficient New Examples of Excited State Intramolecular Proton Transfer (ESIPT) to Carbon,Nikola Basarić; Nađa Došlić; Jakov Ivković; Yu-Hsuan Wang; Jelena Veljković; Momir Mališ; Kata Mlinarić-Majerski; Peter Wan,*,IUPAC Symposium on photochemistry (24; 2012),2012,*
Discussion on Young Teachers’ Teaching Method,Peng Qin; Yinghua Wang; Zhihai Qin,Abstract Young teachers are lack of teaching experience; but their main work is teaching inclass. So how to teach well and achieve the teaching purpose; which are every youngteachers experiencing. Lesson preparation; teaching; mentoring are three very importantteaching links. When prepares; teachers should emphasize on teaching material; whenlectures; after introducing the subject; teachers should strive to achieve the target; take theteacher as the leadership; take the student as the main body; make full use of teachingresources; taking actual project as the carrier; linking theory with practice; also the previouscourse review and summary of the course cannot be ignored; timely tutoring; solve thestudents' problems.,*,2012,*
Exploration on the Teaching of the Course of Introduction to Civil Engineering Based on Engineering Materials,Peng Qin; Zhi Hai Qin; Ying Hua Wang,Abstract: Article Preview Article Preview Article Preview with the rapid development ofnational economy; the construction of our country and technical personnel requirementsalso produced corresponding changes; the demand for interdisciplinary talents graduallyincreased to the higher education has put forward higher requirements. The direction of thecivil engineering course reform is changed to" large civil specialty” as the basic startingpoint; combine with the reform of talented person training mode; adjust the students'knowledge structure. The task of introduction to civil engineering is to cultivate the students'awareness of civil engineering major; make low grade students understand the civilengineering involved in the field of the content; methods; achievements and developmentsituation about civil engineering comprehensive from the visual angle of safe academics …,Advanced Materials Research,2012,*
A Preliminary Study of the Reform of Water Conservancy Hydroelectric Engineering Major in Education and Course,Peng Qin; Ying Hua Wang; Zhi Hai Qin,Abstract: Article Preview Article Preview Article Preview The water conservancyhydroelectric construction engineering major is establishing an operate in the reform ineducation and the course; should develop craft advantage; the tapping has the developmentscheme of the talented person of oneself special feature and quickly takes occupationcapability as the course system of nucleus to construct and reform to practice teachingsystem; intensifies a student to practice to begin capability development and arouses acompletely developing of the reform in education; Set up to practice the teaching massguarantee system; intensify the construction of solid Xun matrix; the reform fulfillmentteaching investigates a method; values to produce to learn wedge bonding and speeds theconstruction of high character teacher's troops. The teaching plans the reform of teaching …,Advanced Materials Research,2012,*
Scenarios Forecasting of Runoff Extreme Value in Source Region of Yellow River Based on Multiple Hydrological Models,Xiaoyan WANG; Tao YANG; Bo WANG; Huihui LI; Xiaobo HAO,Based on the future scenarios provided by HadCM3 model; HBV model; Xinanjiang model;TOP model and runoff extreme value method are applied to analyze and predict runoffvariation in source region of the Yellow River under condition of climate change. The resultsshow that three hydrological models can simulate historical runoff in Tangnaihai station verywell; under A2 and B2 scenarios; annual average runoff in source region of the Yellow Riverappears decreasing trend; runoff distribution appears decreasing trend in summer andautumn; however; the change trend of runoff is more sensitivity to the hydrological modelduring winter and spring; the high discharge event will undergo decreasing trend and thestrength of flood would fall; the probability of low flow frequency events would increase inwinter.[Fund]: 国家自然科学基金资助项目 (40901016 40830639);; 水文水资源与水利工程 …,Water Resources and Power,2012,*
汉语语音合成中基于语境特征的清浊音时长调整,徐英进， 王永鑫， 蔡莲红,汉语语音合成中音节内清音和浊音的时长是影响合成语音自然度的重要因素. 在HMM汉语语音合成中; 提出了一种基于语境特征的清浊音时长调整算法. 在算法中;首先对清音相对音节的时长根据语境特征进行决策树聚类. 合成时; 从该决策树得到对应音节的清音相对时长参考值; 合成语音的清音和浊音时长按照参考值进行调整. 试验表明该算法可以提高HMM 汉语语音合成的时长预测准确度; 有效地提高合成语音的自然度.,中国科技论文,2012,*
Natriuretic Peptide Receptor C is an Endogenous Inhibitor of The Angiotensin II/AT1 Signaling Pathway,Yong Wang; Burkhard Wiesner; Sarah-Jane Barnard; Thomas Walther,*,HYPERTENSION,2011,*
The B-Type Natriuretic Peptide Metabolite BNP1-30 is a More Potent Vasorelaxant Peptide Than The Mature BNP1-32,Anja Schwiebs; Yong Wang; Xudong Zhu; Wolf E Siems; Thomas Walther,*,HYPERTENSION,2011,*
Modelling of the groundwater–surface water system of the Maozui area of Jianghan Plain; central China,YU ZHOU; YANXIN WANG; FRANÇOIS ZWAHLEN; JULIE BOILLAT,Abstract The objective of this study is to get a better understanding of the local groundwater–surface water system at a typical site of the Jianghan plain of central China; in the vicinity ofMaozui; and eventually to give a perspective in order to understand the regionalhydrogeological system of Jianghan Plain. Conceptual and analytical models wereestablished before using FEFLOW software for modelling. Models were elaborated andimproved with information notably about the aquifer's physical configuration and theelevation of piezometric levels. The results show that piezometric level forms a dome in themiddle of the meander and groundwater flows radially from there to the river with a flux of4.62 χ 103 m3/d across the boundaries.,IAHS-AISH publication,2011,*
Study on Expression of PTEN in Non-small Cell Lung Cancer in Guangxi Zhuang Nationality,Yong-yong WANG; Ming-wu CHEN; Lei XIAN,Objective To investigate the expression of FHIT gene in non-small cell lung cancer (NSCLC)in Guangxi Zhuang nationality; and to analysis the relationship between clinicopathologicfactors. Methods The expressions of FHIT were detected by RT-PCR in 56 cases of lungcancer and 20 normal lung tissues in Guangxi Zhuang nationality. Results NSCLC cancerdeletion rate of FHIT gene was 69.6%(39/56); which was higher than that of nomal lungtissue 0 (0/20); the difference was significant (P0. 01); The lack of FHIT gene was associatedwith smoking; histological type; lymph node metastasis and clinical stage (P0. 05).Conclusion The deletion of FHIT gene is closely correlated to the genesis of lung cancer.Smoking results in an increased rate of the deletion of FHIT gene and increases theincidence of lung cancer.,Guangxi Medical Journal,2011,*
Kinetic-resonance fluorescence spectra of Rhodamine G and its analytical application,Yan-ni YI; Gui-rong LI; Yong-sheng WANG; Yu-zhen ZHOU; Hui-min ZHU; Na LIANG,The properties of resonance fluorescence of Rhodamine G (RhG) were studied. RhG itselfhas a strong resonance fluorescence signal that the resonance fluorescence peak is tineand symmetry in hydrochloric acid medium; with foreign substances do not interfere with it.Based on the catalytic effect of nitrite on the oxidation of RhG by potassium bromate; acatalytic resonance fluorescence method was proposed for the determination of trace nitrite.The affecting factors of intensity of ΔF and the optimum conditions of the reaction systemswere investigated. The maximum resonance fluorescence peak was located at 540 nm. Thedetection limit and the linear range for NO-2 were 1.65 μg/L and 4.20~ 56.00 μg/L;respectively. Satisfactory results were achieved in comparing ripe method in employing thismethod into the determination of NO-2 in environmental water samples. The recovery of …,Applied Chemical Industry,2011,*
Combining Active and Semi-supervised Learning for Homograph Disambiguation in Mandarin Text-to-Speech Synthesis,Binbin Shen; Zhiyong Wu; Yongxin Wang; Lianhong Cai,Abstract Grapheme-to-phoneme conversion (G2P) is a crucial step for Mandarin text-to-speech (TTS) synthesis; where homograph disambiguation is the core issue. Severalmachine learning algorithms have been proposed to solve the issue by building modelsfrom well annotated training corpus. However; the preparation of such well annotated corpusis very laboring and time-consuming which requires lots of manual hand-label work tovalidate the proper pronunciations of the homographs. This work tries to cover this problemby introducing the active learning (AL) and semi-supervised learning (SSL) algorithms forthe homograph disambiguation task using unlabeled data. Experiments show that theproposed framework can greatly reduce the cost of manual hand-label work whilepreserving the performance of the trained model.,Twelfth Annual Conference of the International Speech Communication Association,2011,*
